"","week","season","Team","Opponent","home_or_away","id","Team_conference","Team_division","Opponent_conference","Opponent_division","Team_points","Opponent_points","Bovada_over_under","DraftKings_over_under","William Hill (New Jersey)_over_under","ESPN Bet_over_under","Team_Last_Week_time_of_poss_total","Team_Last_Week_pass_comps","Team_Last_Week_pass_atts","Team_Last_Week_net_pass_yds","Team_Last_Week_pass_TDs","Team_Last_Week_interceptions","Team_Last_Week_rush_atts","Team_Last_Week_rush_yds","Team_Last_Week_rush_TDs","Team_Last_Week_total_yds","Team_Last_Week_fumbles_lost","Team_Last_Week_turnovers","Team_Last_Week_first_downs","Team_Last_Week_third_downs","Team_Last_Week_third_down_convs","Team_Last_Week_fourth_down_convs","Team_Last_Week_fourth_downs","Team_Last_Week_penalties","Team_Last_Week_penalty_yds","Team_szn_Average_time_of_poss_total","Team_szn_Average_pass_comps","Team_szn_Average_pass_atts","Team_szn_Average_net_pass_yds","Team_szn_Average_pass_TDs","Team_szn_Average_interceptions","Team_szn_Average_rush_atts","Team_szn_Average_rush_yds","Team_szn_Average_rush_TDs","Team_szn_Average_total_yds","Team_szn_Average_fumbles_lost","Team_szn_Average_turnovers","Team_szn_Average_first_downs","Team_szn_Average_third_downs","Team_szn_Average_third_down_convs","Team_szn_Average_fourth_down_convs","Team_szn_Average_fourth_downs","Team_szn_Average_penalties","Team_szn_Average_penalty_yds","Bovada_Bias","DraftKings_Bias","William_Hill_Bias","ESPN_Bias","Avergae_Bias","Team_Last_Week_Points","Team_Last_Week_Bias"
"1091",6,2023,"San José State","Boise State","Away",401532592,"Mountain West","fbs","Mountain West","fbs",27,35,"57.0","57.5","57.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256.75,27.25,45.25,275.5,1.75,0.5,34.5,169,2.75,444.5,0.25,0.75,25.75,15.75,6.25,0.75,2.5,6,48.75,5,4.5,4.5,NA,4.66666666666667,20,19.6666666666667
"1092",7,2023,"San José State","New Mexico","Away",401532596,"Mountain West","fbs","Mountain West","fbs",52,24,"54.5","56","55",NA,1936,23,38,325,0,1,26,104,3,429,0,1,19,12,4,0,2,7,55,2192.6,26.4,43.8,285.4,1.4,0.6,32.8,156,2.8,441.4,0.2,0.8,24.4,15,5.8,0.6,2.4,6.2,50,21.5,20,21,NA,20.8333333333333,27,4.66666666666667
"1093",8,2023,"San José State","Utah State","Home",401532602,"Mountain West","fbs","Mountain West","fbs",42,21,"64.5","65.5","65",NA,1574,8,17,272,2,0,32,259,4,531,0,0,18,8,3,1,1,11,86,2089.5,23.3333333333333,39.3333333333333,283.166666666667,1.5,0.5,32.6666666666667,173.166666666667,3,456.333333333333,0.166666666666667,0.666666666666667,23.3333333333333,13.8333333333333,5.33333333333333,0.666666666666667,2.16666666666667,7,56,-1.5,-2.5,-2,NA,-2,52,20.8333333333333
"1094",9,2023,"San José State","Hawai'i","Away",401532605,"Mountain West","fbs","Mountain West","fbs",35,0,"57.0","58.5","57",NA,2230,15,20,119,3,0,51,251,3,370,2,2,25,12,7,0,0,4,28,2109.57142857143,22.1428571428571,36.5714285714286,259.714285714286,1.71428571428571,0.428571428571429,35.2857142857143,184.285714285714,3,444,0.428571428571429,0.857142857142857,23.5714285714286,13.5714285714286,5.57142857142857,0.571428571428571,1.85714285714286,6.57142857142857,52,-22,-23.5,-22,NA,-22.5,42,-2
"1095",11,2023,"San José State","Fresno State","Home",401532614,"Mountain West","fbs","Mountain West","fbs",42,18,"51.5",NA,NA,"51.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109.75,21.375,35.25,258.625,1.75,0.375,36.5,188.375,3,447,0.5,0.875,23.25,13.875,6.125,0.625,1.875,6.375,50.625,8.5,NA,NA,8.5,8.5,35,-22.5
"1096",12,2023,"San José State","San Diego State","Home",401532623,"Mountain West","fbs","Mountain West","fbs",24,13,"48.0","51",NA,"48.5",1940,9,18,146,3,0,43,313,2,459,0,0,21,10,4,0,1,8,65,2090.88888888889,20,33.3333333333333,246.111111111111,1.88888888888889,0.333333333333333,37.2222222222222,202.222222222222,2.88888888888889,448.333333333333,0.444444444444444,0.777777777777778,23,13.4444444444444,5.88888888888889,0.555555555555556,1.77777777777778,6.55555555555556,52.2222222222222,-11,-14,NA,-11.5,-12.1666666666667,42,8.5
"1097",13,2023,"San José State","UNLV","Away",401532628,"Mountain West","fbs","Mountain West","fbs",37,31,"58.0",NA,NA,"58.5",1484,15,20,174,1,1,29,181,2,355,0,1,19,8,4,1,1,1,15,2030.2,19.5,32,238.9,1.8,0.4,36.4,200.1,2.8,439,0.4,0.8,22.6,12.9,5.7,0.6,1.7,6,48.5,10,NA,NA,9.5,9.75,24,-12.1666666666667
"1098",2,2023,"South Alabama","SE Louisiana","Home",401531844,"Sun Belt","fbs","Southland","fcs",35,17,NA,NA,"59.5",NA,1763,23,30,190,1,2,32,75,1,265,3,5,18,13,8,0,1,7,60,1763,23,30,190,1,2,32,75,1,265,3,5,18,13,8,0,1,7,60,NA,NA,-7.5,NA,-7.5,NA,NA
"1099",3,2023,"South Alabama","Oklahoma State","Away",401525839,"Sun Belt","fbs","Big 12","fbs",33,7,"49.0",NA,"49.5",NA,1689,20,27,261,1,1,35,248,4,509,0,1,23,12,6,3,3,6,80,1726,21.5,28.5,225.5,1,1.5,33.5,161.5,2.5,387,1.5,3,20.5,12.5,7,1.5,2,6.5,70,-9,NA,-9.5,NA,-9.25,35,-7.5
"1100",4,2023,"South Alabama","Central Michigan","Home",401531876,"Sun Belt","fbs","Mid-American","fbs",30,34,"47.5","47.5","46.5",NA,2080,10,16,152,2,0,47,243,2,395,0,0,18,14,6,0,0,8,40,1844,17.6666666666667,24.3333333333333,201,1.33333333333333,1,38,188.666666666667,2.33333333333333,389.666666666667,1,2,19.6666666666667,13,6.66666666666667,1,1.33333333333333,7,60,16.5,16.5,17.5,NA,16.8333333333333,33,-9.25
"1101",5,2023,"South Alabama","James Madison","Away",401531880,"Sun Belt","fbs","Sun Belt","fbs",23,31,"52.0","49.5","48.5",NA,1576,17,27,254,2,0,33,151,2,405,0,0,19,13,7,0,1,5,49,1777,17.5,25,214.25,1.5,0.75,36.75,179.25,2.25,393.5,0.75,1.5,19.5,13,6.75,0.75,1.25,6.5,57.25,2,4.5,5.5,NA,4,30,16.8333333333333
"1102",6,2023,"South Alabama","UL Monroe","Away",401531885,"Sun Belt","fbs","Sun Belt","fbs",55,7,"50.5","51","51.5",NA,1726,28,50,299,2,2,24,27,1,326,0,2,20,18,5,1,4,5,50,1766.8,19.6,30,231.2,1.6,1,34.2,148.8,2,380,0.6,1.6,19.6,14,6.4,0.8,1.8,6.2,55.8,11.5,11,10.5,NA,11,23,4
"1103",8,2023,"South Alabama","Southern Miss","Home",401531892,"Sun Belt","fbs","Sun Belt","fbs",55,3,"51.0","53.5","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837.33333333333,20.8333333333333,31.5,257.166666666667,2,0.833333333333333,35.5,157.666666666667,2.16666666666667,414.833333333333,0.5,1.33333333333333,21.6666666666667,13.8333333333333,6.5,1.16666666666667,2,6.66666666666667,57.1666666666667,7,4.5,7,NA,6.16666666666667,55,11
"1104",9,2023,"South Alabama","Louisiana","Home",401531902,"Sun Belt","fbs","Sun Belt","fbs",20,33,"55.0","55","55",NA,1875,23,31,360,0,1,44,287,7,647,0,1,34,11,7,0,0,9,87,1842.71428571429,21.1428571428571,31.4285714285714,271.857142857143,1.71428571428571,0.857142857142857,36.7142857142857,176.142857142857,2.85714285714286,448,0.428571428571429,1.28571428571429,23.4285714285714,13.4285714285714,6.57142857142857,1,1.71428571428571,7,61.4285714285714,-2,-2,-2,NA,-2,55,6.16666666666667
"1105",10,2023,"South Alabama","Troy","Away",401531904,"Sun Belt","fbs","Sun Belt","fbs",10,28,"43.5","44.5",NA,"42.5",1516,29,49,381,2,2,28,117,1,498,3,5,25,14,6,2,4,8,71,1801.875,22.125,33.625,285.5,1.75,1,35.625,168.75,2.625,454.25,0.75,1.75,23.625,13.5,6.5,1.125,2,7.125,62.625,-5.5,-6.5,NA,-4.5,-5.5,20,-2
"1106",11,2023,"South Alabama","Arkansas State","Home",401531916,"Sun Belt","fbs","Sun Belt","fbs",21,14,"55.5",NA,NA,"54.5",1522,17,27,155,0,1,27,97,1,252,0,1,15,10,0,1,1,4,25,1770.77777777778,21.5555555555556,32.8888888888889,271,1.55555555555556,1,34.6666666666667,160.777777777778,2.44444444444444,431.777777777778,0.666666666666667,1.66666666666667,22.6666666666667,13.1111111111111,5.77777777777778,1.11111111111111,1.88888888888889,6.77777777777778,58.4444444444444,-20.5,NA,NA,-19.5,-20,10,-5.5
"1107",12,2023,"South Alabama","Marshall","Home",401531920,"Sun Belt","fbs","Sun Belt","fbs",28,0,"45.0","51.5",NA,"44.5",1972,19,25,145,2,0,40,199,1,344,1,1,15,15,5,2,3,8,71,1790.9,21.3,32.1,258.4,1.6,0.9,35.2,164.6,2.3,423,0.7,1.6,21.9,13.3,5.7,1.2,2,6.9,59.7,-17,-23.5,NA,-16.5,-19,21,-20
"1108",13,2023,"South Alabama","Texas State","Away",401531928,"Sun Belt","fbs","Sun Belt","fbs",44,52,"57.0",NA,NA,"56.5",2187,19,26,196,2,0,46,197,1,393,1,1,20,17,7,3,4,5,37,1826.90909090909,21.0909090909091,31.5454545454545,252.727272727273,1.63636363636364,0.818181818181818,36.1818181818182,167.545454545455,2.18181818181818,420.272727272727,0.727272727272727,1.54545454545455,21.7272727272727,13.6363636363636,5.81818181818182,1.36363636363636,2.18181818181818,6.72727272727273,57.6363636363636,39,NA,NA,39.5,39.25,28,-19
"1109",2,2023,"South Carolina","Furman","Home",401520212,"SEC","fbs","Southern","fcs",47,21,NA,NA,"52.5",NA,1643,30,39,353,0,0,31,-2,2,351,0,0,20,14,4,0,4,6,35,1643,30,39,353,0,0,31,-2,2,351,0,0,20,14,4,0,4,6,35,NA,NA,15.5,NA,15.5,NA,NA
"1110",3,2023,"South Carolina","Georgia","Away",401520225,"SEC","fbs","SEC","fbs",14,24,"53.5",NA,"54.5",NA,1913,32,38,463,5,0,39,108,2,571,1,1,25,15,9,1,1,8,60,1778,31,38.5,408,2.5,0,35,53,2,461,0.5,0.5,22.5,14.5,6.5,0.5,2.5,7,47.5,-15.5,NA,-16.5,NA,-16,47,15.5
"1111",4,2023,"South Carolina","Mississippi State","Home",401520267,"SEC","fbs","SEC","fbs",37,30,"47.0","47","46.5",NA,1367,22,42,256,1,2,16,53,1,309,0,2,17,13,5,1,2,11,73,1641,28,39.6666666666667,357.333333333333,2,0.666666666666667,28.6666666666667,53,1.66666666666667,410.333333333333,0.333333333333333,1,20.6666666666667,14,6,0.666666666666667,2.33333333333333,8.33333333333333,56,20,20,20.5,NA,20.1666666666667,14,-16
"1112",5,2023,"South Carolina","Tennessee","Away",401520291,"SEC","fbs","SEC","fbs",20,41,"63.0","63.5","59",NA,1902,18,20,288,3,0,47,144,2,432,1,1,19,13,5,1,1,4,35,1706.25,25.5,34.75,340,2.25,0.5,33.25,75.75,1.75,415.75,0.5,1,20.25,13.75,5.75,0.75,2,7.25,50.75,-2,-2.5,2,NA,-0.833333333333333,37,20.1666666666667
"1113",7,2023,"South Carolina","Florida","Home",401520325,"SEC","fbs","SEC","fbs",39,41,"50.0","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728,25.4,35,312.2,1.8,0.6,32,87,1.8,399.2,0.4,1,18.4,14,5,1,2.6,6.6,46.6,30,30,30,NA,30,20,-0.833333333333333
"1114",8,2023,"South Carolina","Missouri","Away",401520341,"SEC","fbs","SEC","fbs",12,34,"57.5","58","57.5",NA,1632,23,30,313,4,1,33,152,1,465,1,2,23,10,5,0,0,9,82,1712,25,34.1666666666667,312.333333333333,2.16666666666667,0.666666666666667,32.1666666666667,97.8333333333333,1.66666666666667,410.166666666667,0.5,1.16666666666667,19.1666666666667,13.3333333333333,5,0.833333333333333,2.16666666666667,7,52.5,-11.5,-12,-11.5,NA,-11.6666666666667,39,30
"1115",9,2023,"South Carolina","Texas A&M","Away",401520359,"SEC","fbs","SEC","fbs",17,30,"51.5","54","51.5",NA,1868,23,40,217,0,1,29,69,0,286,0,1,20,14,3,0,1,6,35,1734.28571428571,24.7142857142857,35,298.714285714286,1.85714285714286,0.714285714285714,31.7142857142857,93.7142857142857,1.42857142857143,392.428571428571,0.428571428571429,1.14285714285714,19.2857142857143,13.4285714285714,4.71428571428571,0.714285714285714,2,6.85714285714286,50,-4.5,-7,-4.5,NA,-5.33333333333333,12,-11.6666666666667
"1116",10,2023,"South Carolina","Jacksonville State","Home",401520376,"SEC","fbs","Conference USA","fbs",38,28,"55.0","55",NA,"54.5",1410,20,33,176,1,0,28,33,1,209,1,1,12,16,5,1,3,8,46,1693.75,24.125,34.75,283.375,1.75,0.625,31.25,86.125,1.375,369.5,0.5,1.125,18.375,13.75,4.75,0.75,2.125,7,49.5,11,11,NA,11.5,11.1666666666667,17,-5.33333333333333
"1117",11,2023,"South Carolina","Vanderbilt","Home",401520396,"SEC","fbs","SEC","fbs",47,6,"53.5","58",NA,"53.5",1973,27,39,399,2,1,38,89,2,488,0,1,20,14,4,0,2,10,100,1724.77777777778,24.4444444444444,35.2222222222222,296.222222222222,1.77777777777778,0.666666666666667,32,86.4444444444444,1.44444444444444,382.666666666667,0.444444444444444,1.11111111111111,18.5555555555556,13.7777777777778,4.66666666666667,0.666666666666667,2.11111111111111,7.33333333333333,55.1111111111111,-0.5,-5,NA,-0.5,-2,38,11.1666666666667
"1118",12,2023,"South Carolina","Kentucky","Home",401520418,"SEC","fbs","SEC","fbs",17,14,"52.5","54.5",NA,"52.5",1633,28,36,351,3,1,24,136,3,487,0,1,21,10,5,1,2,6,40,1715.6,24.8,35.3,301.7,1.9,0.7,31.2,91.4,1.6,393.1,0.4,1.1,18.8,13.4,4.7,0.7,2.1,7.2,53.6,-21.5,-23.5,NA,-21.5,-22.1666666666667,47,-2
"1119",13,2023,"South Carolina","Clemson","Home",401520441,"SEC","fbs","ACC","fbs",7,16,"48.0",NA,NA,"48.5",1899,19,27,207,2,0,33,50,0,257,0,0,17,14,5,0,0,9,95,1732.27272727273,24.2727272727273,34.5454545454545,293.090909090909,1.90909090909091,0.636363636363636,31.3636363636364,87.6363636363636,1.45454545454545,380.727272727273,0.363636363636364,1,18.6363636363636,13.4545454545455,4.72727272727273,0.636363636363636,1.90909090909091,7.36363636363636,57.3636363636364,-25,NA,NA,-25.5,-25.25,17,-22.1666666666667
"1120",2,2023,"South Carolina State","Georgia Tech","Away",401525494,"MEAC","fcs","ACC","fbs",13,48,"52.5","53.5","53.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.5,7.5,NA,7.83333333333333,NA,NA
"1121",2,2023,"South Florida","Florida A&M","Home",401531422,"American Athletic","fbs","SWAC","fcs",38,24,NA,NA,"63",NA,1829,15,34,166,1,2,61,374,2,540,1,3,26,21,8,4,5,11,100,1829,15,34,166,1,2,61,374,2,540,1,3,26,21,8,4,5,11,100,NA,NA,-1,NA,-1,NA,NA
"1122",3,2023,"South Florida","Alabama","Home",401520244,"American Athletic","fbs","SEC","fbs",3,17,"60.5",NA,"61",NA,1702,22,37,234,3,0,44,108,2,342,0,0,24,19,8,2,4,14,114,1765.5,18.5,35.5,200,2,1,52.5,241,2,441,0.5,1.5,25,20,8,3,4.5,12.5,107,-40.5,NA,-41,NA,-40.75,38,-1
"1123",4,2023,"South Florida","Rice","Home",401531423,"American Athletic","fbs","American Athletic","fbs",42,29,"57.5","58","56.5",NA,1826,14,28,87,0,1,46,177,0,264,1,2,14,17,5,2,6,5,40,1785.66666666667,17,33,162.333333333333,1.33333333333333,1,50.3333333333333,219.666666666667,1.33333333333333,382,0.666666666666667,1.66666666666667,21.3333333333333,19,7,2.66666666666667,5,10,84.6666666666667,13.5,13,14.5,NA,13.6666666666667,3,-40.75
"1124",5,2023,"South Florida","Navy","Away",401531424,"American Athletic","fbs","American Athletic","fbs",44,30,"54.5","54.5","54",NA,1653,22,29,435,2,0,41,162,3,597,1,1,25,11,6,0,0,9,89,1752.5,18.25,32,230.5,1.5,0.75,48,205.25,1.75,435.75,0.75,1.5,22.25,17,6.75,2,3.75,9.75,85.75,19.5,19.5,20,NA,19.6666666666667,42,13.6666666666667
"1125",6,2023,"South Florida","UAB","Away",401531380,"American Athletic","fbs","American Athletic","fbs",35,56,"67.5","68.5","68.5",NA,1732,26,34,338,3,0,44,97,2,435,3,3,24,16,6,3,4,1,12,1748.4,19.8,32.4,252,1.8,0.6,47.2,183.6,1.8,435.6,1.2,1.8,22.6,16.8,6.6,2.2,3.8,8,71,23.5,22.5,22.5,NA,22.8333333333333,44,19.6666666666667
"1126",7,2023,"South Florida","Florida Atlantic","Home",401531420,"American Athletic","fbs","American Athletic","fbs",14,56,"61.5","61","61",NA,1605,24,44,260,2,2,37,211,3,471,1,3,24,17,8,2,5,9,86,1724.5,20.5,34.3333333333333,253.333333333333,1.83333333333333,0.833333333333333,45.5,188.166666666667,2,441.5,1.16666666666667,2,22.8333333333333,16.8333333333333,6.83333333333333,2.16666666666667,4,8.16666666666667,73.5,8.5,9,9,NA,8.83333333333333,35,22.8333333333333
"1127",8,2023,"South Florida","UConn","Away",401520344,"American Athletic","fbs","FBS Independents","fbs",24,21,"57.0","57","57",NA,1421,20,34,250,1,0,38,138,1,388,1,1,21,15,3,2,5,5,40,1681.14285714286,20.4285714285714,34.2857142857143,252.857142857143,1.71428571428571,0.714285714285714,44.4285714285714,181,1.85714285714286,433.857142857143,1.14285714285714,1.85714285714286,22.5714285714286,16.5714285714286,6.28571428571429,2.14285714285714,4.14285714285714,7.71428571428571,68.7142857142857,-12,-12,-12,NA,-12,14,8.83333333333333
"1128",10,2023,"South Florida","Memphis","Away",401531425,"American Athletic","fbs","American Athletic","fbs",50,59,"68.0","68.5",NA,"68.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.25,21.25,34.875,246.625,1.5,0.75,45,190.875,2,437.5,1,1.75,22.75,16.875,6.625,1.875,4,7.625,69.125,41,40.5,NA,40.5,40.6666666666667,24,-12
"1129",11,2023,"South Florida","Temple","Home",401531393,"American Athletic","fbs","American Athletic","fbs",27,23,"69.5","66.5",NA,"70.5",1876,31,38,357,5,1,48,226,2,583,1,2,28,12,3,1,4,7,55,1717.11111111111,22.3333333333333,35.2222222222222,258.888888888889,1.88888888888889,0.777777777777778,45.3333333333333,194.777777777778,2,453.666666666667,1,1.77777777777778,23.3333333333333,16.3333333333333,6.22222222222222,1.77777777777778,4,7.55555555555556,67.5555555555556,-19.5,-16.5,NA,-20.5,-18.8333333333333,50,40.6666666666667
"1130",12,2023,"South Florida","UTSA","Away",401531401,"American Athletic","fbs","American Athletic","fbs",21,49,"66.5","67.5",NA,"65.5",1934,18,28,316,1,1,52,135,1,451,0,1,27,17,6,1,3,10,70,1738.8,21.9,34.5,264.6,1.8,0.8,46,188.8,1.9,453.4,0.9,1.7,23.7,16.4,6.2,1.7,3.9,7.8,67.8,3.5,2.5,NA,4.5,3.5,27,-18.8333333333333
"1131",13,2023,"South Florida","Charlotte","Home",401531410,"American Athletic","fbs","American Athletic","fbs",48,14,"57.0",NA,NA,"56.5",1579,23,39,287,1,2,39,140,2,427,0,2,19,18,7,1,4,6,65,1724.27272727273,22,34.9090909090909,266.636363636364,1.72727272727273,0.909090909090909,45.3636363636364,184.363636363636,1.90909090909091,451,0.818181818181818,1.72727272727273,23.2727272727273,16.5454545454545,6.27272727272727,1.63636363636364,3.90909090909091,7.63636363636364,67.5454545454545,5,NA,NA,5.5,5.25,21,3.5
"1132",2,2023,"Southern Illinois","Northern Illinois","Away",401532397,"MVFC","fcs","Mid-American","fbs",14,11,NA,"59","58.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34,-33.5,NA,-33.75,NA,NA
"1133",2,2023,"Southern Miss","Florida State","Away",401525493,"Sun Belt","fbs","ACC","fbs",13,66,"54.0","54","54",NA,2297,24,31,296,3,1,38,145,1,441,0,1,25,14,5,2,2,5,35,2297,24,31,296,3,1,38,145,1,441,0,1,25,14,5,2,2,5,35,25,25,25,NA,25,NA,NA
"1134",3,2023,"Southern Miss","Tulane","Home",401531348,"Sun Belt","fbs","American Athletic","fbs",3,21,"47.5",NA,"47.5",NA,1639,11,34,154,0,1,28,104,1,258,0,1,18,13,3,0,1,13,90,1968,17.5,32.5,225,1.5,1,33,124.5,1,349.5,0,1,21.5,13.5,4,1,1.5,9,62.5,-23.5,NA,-23.5,NA,-23.5,13,25
"1135",4,2023,"Southern Miss","Arkansas State","Away",401531874,"Sun Belt","fbs","Sun Belt","fbs",37,44,"46.5","49","46.5",NA,1897,19,34,177,0,0,30,35,0,212,0,0,14,16,5,1,3,6,60,1944.33333333333,18,33,209,1,0.666666666666667,32,94.6666666666667,0.666666666666667,303.666666666667,0,0.666666666666667,19,14.3333333333333,4.33333333333333,1,2,8,61.6666666666667,34.5,32,34.5,NA,33.6666666666667,3,-23.5
"1136",5,2023,"Southern Miss","Texas State","Home",401531883,"Sun Belt","fbs","Sun Belt","fbs",36,50,"60.5","62.5","60",NA,1828,20,36,215,2,2,34,234,2,449,0,2,20,15,7,2,2,5,45,1915.25,18.5,33.75,210.5,1.25,1,32.5,129.5,1,340,0,1,19.25,14.5,5,1.25,2,7.25,57.5,25.5,23.5,26,NA,25,37,33.6666666666667
"1137",6,2023,"Southern Miss","Old Dominion","Home",401531886,"Sun Belt","fbs","Sun Belt","fbs",13,17,"56.5","58","56.5",NA,2198,21,46,275,2,1,45,235,3,510,1,2,30,20,10,1,5,7,30,1971.8,19,36.2,223.4,1.4,1,35,150.6,1.4,374,0.2,1.2,21.4,15.6,6,1.2,2.6,7.2,52,-26.5,-28,-26.5,NA,-27,36,25
"1138",8,2023,"Southern Miss","South Alabama","Away",401531892,"Sun Belt","fbs","Sun Belt","fbs",3,55,"51.0","53.5","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996.83333333333,18.3333333333333,34.5,213.833333333333,1.16666666666667,0.833333333333333,36.5,143.833333333333,1.16666666666667,357.666666666667,0.333333333333333,1.16666666666667,20.6666666666667,15.6666666666667,6,1.16666666666667,2.5,6.66666666666667,47.1666666666667,7,4.5,7,NA,6.16666666666667,13,-27
"1139",9,2023,"Southern Miss","App State","Away",401531898,"Sun Belt","fbs","Sun Belt","fbs",38,48,"55.5","55","55.5",NA,1725,7,20,46,0,1,36,103,0,149,1,2,12,13,1,1,2,4,25,1958,16.7142857142857,32.4285714285714,189.857142857143,1,0.857142857142857,36.4285714285714,138,1,327.857142857143,0.428571428571429,1.28571428571429,19.4285714285714,15.2857142857143,5.28571428571429,1.14285714285714,2.42857142857143,6.28571428571429,44,30.5,31,30.5,NA,30.6666666666667,3,6.16666666666667
"1140",10,2023,"Southern Miss","UL Monroe","Home",401531909,"Sun Belt","fbs","Sun Belt","fbs",24,7,"56.0","56.5",NA,"56.5",1994,23,42,287,1,0,43,301,4,588,1,1,33,15,7,0,2,9,74,1962.5,17.5,33.625,202,1,0.75,37.25,158.375,1.375,360.375,0.5,1.25,21.125,15.25,5.5,1,2.375,6.625,47.75,-25,-25.5,NA,-25.5,-25.3333333333333,38,30.6666666666667
"1141",11,2023,"Southern Miss","Louisiana","Away",401531911,"Sun Belt","fbs","Sun Belt","fbs",34,31,"52.5","53.5",NA,"51.5",2434,12,26,238,2,1,52,206,1,444,0,1,24,17,8,0,0,4,35,2014.88888888889,16.8888888888889,32.7777777777778,206,1.11111111111111,0.777777777777778,38.8888888888889,163.666666666667,1.33333333333333,369.666666666667,0.444444444444444,1.22222222222222,21.4444444444444,15.4444444444444,5.77777777777778,0.888888888888889,2.11111111111111,6.33333333333333,46.3333333333333,12.5,11.5,NA,13.5,12.5,24,-25.3333333333333
"1142",12,2023,"Southern Miss","Mississippi State","Away",401520412,"Sun Belt","fbs","SEC","fbs",20,41,"48.5","46.5",NA,"47.5",2013,14,26,161,2,0,53,229,3,390,2,2,22,18,10,0,0,5,28,2014.7,16.6,32.1,201.5,1.2,0.7,40.3,170.2,1.5,371.7,0.6,1.3,21.5,15.7,6.2,0.8,1.9,6.2,44.5,12.5,14.5,NA,13.5,13.5,34,12.5
"1143",13,2023,"Southern Miss","Troy","Home",401531927,"Sun Belt","fbs","Sun Belt","fbs",17,35,"48.5",NA,NA,NA,1902,11,21,141,2,1,41,105,0,246,1,2,10,15,3,3,5,6,66,2004.45454545455,16.0909090909091,31.0909090909091,196,1.27272727272727,0.727272727272727,40.3636363636364,164.272727272727,1.36363636363636,360.272727272727,0.636363636363636,1.36363636363636,20.4545454545455,15.6363636363636,5.90909090909091,1,2.18181818181818,6.18181818181818,46.4545454545455,3.5,NA,NA,NA,3.5,20,13.5
"1144",2,2023,"Southern Utah","BYU","Away",401525828,"UAC","fcs","Big 12","fbs",16,41,NA,"49.5","46.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,10.5,NA,9,NA,NA
"1145",2,2023,"Stanford","USC","Away",401524003,"Pac-12","fbs","Pac-12","fbs",10,56,"70.0","69.5","70.5",NA,2035,25,36,248,2,0,34,158,2,406,0,0,24,14,6,0,0,9,81,2035,25,36,248,2,0,34,158,2,406,0,0,24,14,6,0,0,9,81,-4,-3.5,-4.5,NA,-4,NA,NA
"1146",3,2023,"Stanford","Sacramento State","Home",401524010,"Pac-12","fbs","Big Sky","fcs",23,30,NA,NA,"60.5",NA,1928,10,25,140,0,1,41,209,1,349,2,3,20,13,4,0,1,5,40,1981.5,17.5,30.5,194,1,0.5,37.5,183.5,1.5,377.5,1,1.5,22,13.5,5,0,0.5,7,60.5,NA,NA,-7.5,NA,-7.5,10,-4
"1147",4,2023,"Stanford","Arizona","Home",401524016,"Pac-12","fbs","Pac-12","fbs",20,21,"59.5","60","60",NA,1743,11,24,207,1,2,42,180,1,387,0,2,18,14,7,0,1,6,65,1902,15.3333333333333,28.3333333333333,198.333333333333,1,1,39,182.333333333333,1.33333333333333,380.666666666667,0.666666666666667,1.66666666666667,20.6666666666667,13.6666666666667,5.66666666666667,0,0.666666666666667,6.66666666666667,62,-18.5,-19,-19,NA,-18.8333333333333,23,-7.5
"1148",5,2023,"Stanford","Oregon","Home",401524024,"Pac-12","fbs","Pac-12","fbs",6,42,"61.0","61","59.5",NA,1869,18,32,246,0,0,35,112,2,358,0,0,19,16,7,1,1,6,45,1893.75,16,29.25,210.25,0.75,0.75,38,164.75,1.5,375,0.5,1.25,20.25,14.25,6,0.25,0.75,6.5,57.75,-13,-13,-11.5,NA,-12.5,20,-18.8333333333333
